ID,Title,Description,AI Prompt,Day ID,Day Number,Week ID,Week Number,Hour Number,Status,Estimated Hours
327,Wireshark packet capture & analysis (Segment 3/4),"Capture TCP/UDP/ICMP traffic between ESP32 and PC. Analyze TCP handshake, retransmissions, window scaling, and MQTT/HTTP packet structure.",Analyze my Wireshark captures; identify performance issues like small MSS or delayed ACKs.,137,4,22,23,12,pending,1.1166666666666667
328,Wireshark packet capture & analysis (Segment 4/4),"Capture TCP/UDP/ICMP traffic between ESP32 and PC. Analyze TCP handshake, retransmissions, window scaling, and MQTT/HTTP packet structure.",Analyze my Wireshark captures; identify performance issues like small MSS or delayed ACKs.,138,5,22,23,13,pending,1.1166666666666667
329,Custom protocol debugging with Wireshark (Segment 1/4),Create Lua dissector for custom binary protocol. Use tshark for automated packet filtering and statistics collection from captures.,Review my Wireshark dissector; suggest improvements for field labeling and filtering support.,138,5,22,23,14,pending,1.0
330,Custom protocol debugging with Wireshark (Segment 2/4),Create Lua dissector for custom binary protocol. Use tshark for automated packet filtering and statistics collection from captures.,Review my Wireshark dissector; suggest improvements for field labeling and filtering support.,138,5,22,23,15,pending,1.0
331,Weekly integration & portfolio review,"Summarize lessons, sync repos, publish status update.","Summarize takeaways, log blockers, and queue AI prompts for next sprint in Notion.",139,6,22,23,18,pending,2.0
332,TLS stack integration (Segment 1/6),"Enable mbedTLS with session caching, hardware acceleration, and certificate rotation.",Review TLS configuration; suggest cipher suite adjustments for resource limits.,141,1,23,24,1,pending,0.9166666666666666
333,TLS stack integration (Segment 2/6),"Enable mbedTLS with session caching, hardware acceleration, and certificate rotation.",Review TLS configuration; suggest cipher suite adjustments for resource limits.,141,1,23,24,2,pending,0.9166666666666666
334,TLS stack integration (Segment 3/6),"Enable mbedTLS with session caching, hardware acceleration, and certificate rotation.",Review TLS configuration; suggest cipher suite adjustments for resource limits.,141,1,23,24,3,pending,0.9166666666666666
335,TLS stack integration (Segment 4/6),"Enable mbedTLS with session caching, hardware acceleration, and certificate rotation.",Review TLS configuration; suggest cipher suite adjustments for resource limits.,141,1,23,24,4,pending,0.9166666666666666
336,TLS stack integration (Segment 5/6),"Enable mbedTLS with session caching, hardware acceleration, and certificate rotation.",Review TLS configuration; suggest cipher suite adjustments for resource limits.,142,2,23,24,5,pending,0.9166666666666666
337,TLS stack integration (Segment 6/6),"Enable mbedTLS with session caching, hardware acceleration, and certificate rotation.",Review TLS configuration; suggest cipher suite adjustments for resource limits.,142,2,23,24,6,pending,0.9166666666666666
338,Secure credential provisioning (Segment 1/5),Implement Just-In-Time provisioning with TPM/ATECC secure elements and attestation.,Assess attestation flow; propose anti-cloning safeguards.,142,2,23,24,7,pending,1.0
339,Secure credential provisioning (Segment 2/5),Implement Just-In-Time provisioning with TPM/ATECC secure elements and attestation.,Assess attestation flow; propose anti-cloning safeguards.,142,2,23,24,8,pending,1.0
340,Secure credential provisioning (Segment 3/5),Implement Just-In-Time provisioning with TPM/ATECC secure elements and attestation.,Assess attestation flow; propose anti-cloning safeguards.,143,3,23,24,9,pending,1.0
341,Secure credential provisioning (Segment 4/5),Implement Just-In-Time provisioning with TPM/ATECC secure elements and attestation.,Assess attestation flow; propose anti-cloning safeguards.,143,3,23,24,10,pending,1.0
342,Secure credential provisioning (Segment 5/5),Implement Just-In-Time provisioning with TPM/ATECC secure elements and attestation.,Assess attestation flow; propose anti-cloning safeguards.,143,3,23,24,11,pending,1.0
343,Pen test & threat modeling (Segment 1/4),"Conduct STRIDE threat model, run fuzzers on protocol handlers, and document mitigations.",Review threat model; highlight missing abuse cases.,144,4,23,24,12,pending,1.1333333333333333
344,Pen test & threat modeling (Segment 2/4),"Conduct STRIDE threat model, run fuzzers on protocol handlers, and document mitigations.",Review threat model; highlight missing abuse cases.,144,4,23,24,13,pending,1.1333333333333333
345,Pen test & threat modeling (Segment 3/4),"Conduct STRIDE threat model, run fuzzers on protocol handlers, and document mitigations.",Review threat model; highlight missing abuse cases.,144,4,23,24,14,pending,1.1166666666666667
346,Pen test & threat modeling (Segment 4/4),"Conduct STRIDE threat model, run fuzzers on protocol handlers, and document mitigations.",Review threat model; highlight missing abuse cases.,145,5,23,24,15,pending,1.1166666666666667
347,Weekly integration & portfolio review,"Summarize lessons, sync repos, publish status update.","Summarize takeaways, log blockers, and queue AI prompts for next sprint in Notion.",146,6,23,24,16,pending,2.0
348,Update orchestration server (Segment 1/6),Deploy cloud service (AWS IoT Jobs/Azure IoT Hub) for staged rollouts and phased updates.,Evaluate rollout strategy; propose guarding against network partitions.,148,1,24,25,1,pending,0.9166666666666666
349,Update orchestration server (Segment 2/6),Deploy cloud service (AWS IoT Jobs/Azure IoT Hub) for staged rollouts and phased updates.,Evaluate rollout strategy; propose guarding against network partitions.,148,1,24,25,2,pending,0.9166666666666666
350,Update orchestration server (Segment 3/6),Deploy cloud service (AWS IoT Jobs/Azure IoT Hub) for staged rollouts and phased updates.,Evaluate rollout strategy; propose guarding against network partitions.,148,1,24,25,3,pending,0.9166666666666666
351,Update orchestration server (Segment 4/6),Deploy cloud service (AWS IoT Jobs/Azure IoT Hub) for staged rollouts and phased updates.,Evaluate rollout strategy; propose guarding against network partitions.,148,1,24,25,4,pending,0.9166666666666666
352,Update orchestration server (Segment 5/6),Deploy cloud service (AWS IoT Jobs/Azure IoT Hub) for staged rollouts and phased updates.,Evaluate rollout strategy; propose guarding against network partitions.,149,2,24,25,5,pending,0.9166666666666666
353,Update orchestration server (Segment 6/6),Deploy cloud service (AWS IoT Jobs/Azure IoT Hub) for staged rollouts and phased updates.,Evaluate rollout strategy; propose guarding against network partitions.,149,2,24,25,6,pending,0.9166666666666666
354,Progressive rollout automation (Segment 1/4),"Script blue/green, canary, and cohort-based update policies driven by metrics.",Review canary pipeline; suggest success metrics and abort triggers.,149,2,24,25,7,pending,1.1333333333333333
355,Progressive rollout automation (Segment 2/4),"Script blue/green, canary, and cohort-based update policies driven by metrics.",Review canary pipeline; suggest success metrics and abort triggers.,150,3,24,25,8,pending,1.1333333333333333
356,Progressive rollout automation (Segment 3/4),"Script blue/green, canary, and cohort-based update policies driven by metrics.",Review canary pipeline; suggest success metrics and abort triggers.,150,3,24,25,9,pending,1.1166666666666667
357,Progressive rollout automation (Segment 4/4),"Script blue/green, canary, and cohort-based update policies driven by metrics.",Review canary pipeline; suggest success metrics and abort triggers.,150,3,24,25,10,pending,1.1166666666666667
358,Device health telemetry (Segment 1/4),"Publish heartbeat, error counters, and version info to observability stack.",Recommend telemetry compacting strategies for constrained links.,151,4,24,25,11,pending,1.0
359,Device health telemetry (Segment 2/4),"Publish heartbeat, error counters, and version info to observability stack.",Recommend telemetry compacting strategies for constrained links.,151,4,24,25,12,pending,1.0
360,Device health telemetry (Segment 3/4),"Publish heartbeat, error counters, and version info to observability stack.",Recommend telemetry compacting strategies for constrained links.,151,4,24,25,13,pending,1.0
361,Device health telemetry (Segment 4/4),"Publish heartbeat, error counters, and version info to observability stack.",Recommend telemetry compacting strategies for constrained links.,151,4,24,25,14,pending,1.0
362,Deep work focus block,Allocate time for deliberate practice or backlog grooming.,Identify one micro-skill to sharpen today and craft an AI-assisted plan.,152,5,24,25,15,pending,0.75
363,Weekly integration & portfolio review,"Summarize lessons, sync repos, publish status update.","Summarize takeaways, log blockers, and queue AI prompts for next sprint in Notion.",153,6,24,25,16,pending,2.0
364,Catch up on incomplete tasks,Review and complete any tasks that fell behind schedule. No new content - focus on mastery.,,,N/A,25,26,,pending,5.0
365,Refactor and document code,"Clean up code from previous weeks, add comments, improve structure.",,,N/A,25,26,,pending,4.0
366,Portfolio documentation update,"Update portfolio with completed projects, screenshots, and learnings.",,,N/A,25,26,,pending,3.0
367,Knowledge consolidation & notes review,"Review notes, create summary documents, fill knowledge gaps.",,,N/A,25,26,,pending,2.0
368,Filesystem resilience (Segment 1/5),"Evaluate LittleFS vs. FAT, simulate power-loss, and profile wear-leveling.",Interpret filesystem stress logs; propose flush strategies.,155,1,26,27,1,pending,1.0
369,Filesystem resilience (Segment 2/5),"Evaluate LittleFS vs. FAT, simulate power-loss, and profile wear-leveling.",Interpret filesystem stress logs; propose flush strategies.,155,1,26,27,2,pending,1.0
370,Filesystem resilience (Segment 3/5),"Evaluate LittleFS vs. FAT, simulate power-loss, and profile wear-leveling.",Interpret filesystem stress logs; propose flush strategies.,155,1,26,27,3,pending,1.0
371,Filesystem resilience (Segment 4/5),"Evaluate LittleFS vs. FAT, simulate power-loss, and profile wear-leveling.",Interpret filesystem stress logs; propose flush strategies.,155,1,26,27,4,pending,1.0
372,Filesystem resilience (Segment 5/5),"Evaluate LittleFS vs. FAT, simulate power-loss, and profile wear-leveling.",Interpret filesystem stress logs; propose flush strategies.,156,2,26,27,5,pending,1.0
373,Structured telemetry encoding (Segment 1/4),"Adopt CBOR/Protobuf with versioning, delta compression, and test vectors.",Review schema evolution plan; suggest backward compatibility tests.,156,2,26,27,6,pending,1.1333333333333333
374,Structured telemetry encoding (Segment 2/4),"Adopt CBOR/Protobuf with versioning, delta compression, and test vectors.",Review schema evolution plan; suggest backward compatibility tests.,156,2,26,27,7,pending,1.1333333333333333
375,Structured telemetry encoding (Segment 3/4),"Adopt CBOR/Protobuf with versioning, delta compression, and test vectors.",Review schema evolution plan; suggest backward compatibility tests.,157,3,26,27,8,pending,1.1166666666666667
376,Structured telemetry encoding (Segment 4/4),"Adopt CBOR/Protobuf with versioning, delta compression, and test vectors.",Review schema evolution plan; suggest backward compatibility tests.,157,3,26,27,9,pending,1.1166666666666667
377,Edge analytics groundwork (Segment 1/4),Implement sliding-window analytics on-device for anomaly detection cues.,Evaluate anomaly detectors; recommend thresholds and false-positive tactics.,157,3,26,27,10,pending,1.0
378,Edge analytics groundwork (Segment 2/4),Implement sliding-window analytics on-device for anomaly detection cues.,Evaluate anomaly detectors; recommend thresholds and false-positive tactics.,158,4,26,27,11,pending,1.0
379,Edge analytics groundwork (Segment 3/4),Implement sliding-window analytics on-device for anomaly detection cues.,Evaluate anomaly detectors; recommend thresholds and false-positive tactics.,158,4,26,27,12,pending,1.0
380,Edge analytics groundwork (Segment 4/4),Implement sliding-window analytics on-device for anomaly detection cues.,Evaluate anomaly detectors; recommend thresholds and false-positive tactics.,158,4,26,27,13,pending,1.0
